SA22018_V1_00,SA22018_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM
161600,Takanini North,5.27797258,5.27797258
161700,Takanini Industrial,0.88082534,0.88082534
161800,Conifer Grove West,1.58524567,1.58524567
161900,Conifer Grove East,0.64940367,0.64940367
162000,Takanini West,0.68633159,0.68633159
162100,Takanini South,2.31895061,2.31895061
162200,Takanini Central,1.07936223,1.07936223
162300,Ardmore,44.26853484,44.26853484
162400,Glenbrook,53.15868013,53.15868013
162500,Hingaia,3.61581438,3.61581438
162600,Takanini South East,1.46889043,1.46889043
162700,Kawakawa Bay-Orere,208.7754467,208.7754467
162800,Papakura West,0.56013558,0.56013558
162900,Clevedon,49.97263142,49.97263142
163000,Papakura North,1.2487808,1.2487808
163100,Pahurehure,1.2071569,1.2071569
163200,Papakura Central,1.56524401,1.56524401
163300,Papakura North East,1.48821034,1.48821034
163400,Karaka Lakes,3.3305519,3.3305519
163500,Papakura Kelvin,1.01704881,1.01704881
163600,Papakura Massey Park,0.89410414,0.89410414
163700,Rosehill,1.54499723,1.54499723
163800,Patumahoe,34.37898701,34.37898701
163900,Papakura East,2.01763954,2.01763954
164000,Opaheke,1.10867301,1.10867301
164100,Papakura Industrial,1.53838175,1.53838175
164200,Red Hill,2.1029976,2.1029976
164300,Drury,10.3915445,10.3915445
164400,Tamakae,1.34089266,1.34089266
164500,Hamilton Estate,2.25898673,2.25898673
164600,Drury Rural,36.00907218,36.00907218
164700,Waiuku Central,1.13131897,1.13131897
164800,Waiuku East,0.83262875,0.83262875
164900,Kendallvale,2.14456963,2.14456963
165000,Puni,38.19095891,38.19095891
165100,Ramarama,43.61591016,43.61591016
165200,Hunua,77.83513493,77.83513493
165300,Pukekohe North West,4.78236896,4.78236896
165400,Anselmi Ridge,7.53297597,7.53297597
165500,Pukekohe West,2.20764245,2.20764245
165600,Cape Hill,0.71737513,0.71737513
165700,Rosa Birch Park,0.79170524,0.79170524
165800,Rooseville Park,1.34580916,1.34580916
165900,Cloverlea (Auckland),2.37781817,2.37781817
166000,Pukekohe Central,2.93912945,2.93912945
166100,Pukekohe Hospital,0.7348586,0.7348586
166200,Buckland,8.62446111,8.62446111
166300,Bombay Hills,31.68201967,31.68201967
166400,Ararimu,91.30824094,91.30824094
166500,Colville,542.6170096,542.6170096
166600,Islands Thames-Coromandel District,35.38512732,35.38512732
166700,Coromandel,10.86995774,10.86995774
166900,Mercury Bay North,305.2305425,305.2305425
167000,Whitianga North,12.51361931,12.51361931
167100,Whitianga South,4.82697456,4.82697456
167200,Thames Coast,116.1018682,116.1018682
167300,Cooks Beach-Ferry Landing,2.69680107,2.69680107
167400,Mercury Bay South,359.3541652,359.3541652
167500,Kauaeranga,180.502624,180.502624
167600,Thames North,2.62218648,2.62218648
167700,Thames Central,1.27303449,1.27303449
167800,Thames South,3.27854971,3.27854971
167900,Hikuai,284.155896,284.155896
168000,Totora-Kopu,8.38949216,8.38949216
168100,Tairua,4.17166395,4.17166395
168200,Pauanui,9.89683611,9.89683611
168300,Matatoki-Puriri,161.0937934,161.0937934
168400,Whangamata Rural,153.6391229,153.6391229
168500,Whangamata,8.45990329,8.45990329
168600,Miranda-Pukorokoro,81.34040383,81.34040383
168700,Hauraki Plains North,178.738875,178.738875
168800,Hauraki Plains East,90.71412544,90.71412544
168900,Ngatea,3.35368512,3.35368512
169000,Hauraki Plains South,251.3490558,251.3490558
169100,Paeroa Rural,272.5613858,272.5613858
169200,Paeroa,6.86969579,6.86969579
169300,Waihi Rural,375.7522917,375.7522917
169400,Waihi North,2.63486749,2.63486749
169500,Waihi East,4.07789326,4.07789326
169600,Waihi South,2.69478875,2.69478875
169700,Aka Aka,186.8663284,186.8663284
169800,Mangatangi,257.805407,257.805407
169900,Tuakau Rural,46.00082206,46.00082206
170000,Tuakau North,2.69478358,2.69478358
170100,Onewhero,205.4004373,205.4004373
170200,Pokeno Rural,88.62761866,88.62761866
170300,Tuakau South,2.65915739,2.65915739
170400,Port Waikato-Waikaretu,210.1180079,210.1180079
170500,Pokeno,6.43987199,6.43987199
170600,Pukekawa,140.8646289,140.8646289
170700,Maramarua,267.6601144,267.6601144
170800,Rangiriri,137.3401687,172.7885354
170900,Te Akau,804.1179978,816.0191665
171100,Te Kauwhata,1.73961842,1.73961842
171200,Huntly Rural,353.228283,353.228283
171300,Waerenga,261.7261774,261.7261774
171400,Huntly West,5.77450348,5.77450348
171500,Huntly East,8.78164968,8.78164968
171600,Raglan,4.90270989,4.90270989
171700,Whitikahu,253.6268747,253.6268747
171800,Te Uku,549.666875,549.666875
171900,Taupiri-Lake Kainui,49.76237579,49.76237579
172000,Ngaruawahia North,1.15297035,1.15297035
172100,Ngaruawahia Central,3.84713097,3.84713097
172200,Ngaruawahia South,4.42383165,4.42383165
172300,Kainui-Gordonton,88.43275822,88.43275822
172400,Te Kowhai,44.94853011,44.94853011
172500,Whatawhata West,49.90188066,49.90188066
172600,Horotiu,3.23027786,3.23027786
172700,Horsham Downs,15.79714053,15.79714053
172800,Whatawhata East,47.4593307,47.4593307
172900,Rotokauri,15.64035555,15.64035555
173000,Hamilton Park,46.31012113,46.31012113
173100,Eureka-Tauwhare,135.546531,135.546531
173200,Tamahere North,18.67399786,18.67399786
173300,Pukemoremore,43.27696467,43.27696467
173400,Tamahere South,38.83661417,38.83661417
173500,Tahuna-Mangateparu,238.9364069,238.9364069
173600,Mangaiti,258.1055959,258.1055959
173700,Tatuanui,144.4596486,144.4596486
173800,Tahuroa,181.8663369,181.8663369
173900,Morrinsville East,3.87720115,3.87720115
174000,Morrinsville West,3.90331638,3.90331638
174100,Te Aroha East,4.68067303,4.68067303
174200,Te Aroha West,6.29337507,6.29337507
174300,Waihou-Manawaru,140.787967,140.787967
174400,Waitoa-Ngarua,107.2726301,107.2726301
174500,Richmond Downs-Wardville,206.6671925,206.6671925
174600,Waharoa-Peria,74.20316107,74.20316107
174700,Okauia,120.0315188,120.0315188
174800,Hinuera,130.3134081,130.3134081
174900,Matamata North,2.13192328,2.13192328
175000,Matamata South,4.02604771,4.02604771
175100,Te Poi,127.8506162,127.8506162
175200,Te Rapa North,9.24363616,9.24363616
175300,Flagstaff North,1.7641358,1.7641358
175400,Rotokauri-Waiwhakareke,7.1013538,7.1013538
175500,Flagstaff South,1.6387606,1.6387606
175600,Rototuna North,2.66472937,2.66472937
175700,Pukete West,0.8397182,0.8397182
175800,Flagstaff East,1.80597939,1.80597939
175900,Rototuna Central,1.44366123,1.44366123
176000,Pukete East,1.09134429,1.09134429
176100,Te Manatu,1.32591108,1.32591108
176200,Rototuna South,1.97767227,1.97767227
176300,Te Rapa South,3.91540699,3.91540699
176400,Saint Andrews West,1.00595172,1.00595172
176500,Saint Andrews East,1.59423372,1.59423372
176600,Queenwood (Hamilton City),1.48862883,1.48862883
176700,St James,0.73392729,0.73392729
176800,Crawshaw,0.86398334,0.86398334
176900,Huntington,1.26251318,1.26251318
177000,Western Heights (Hamilton City),1.07152116,1.07152116
177100,Nawton West,1.09006111,1.09006111
177200,Nawton East,1.31850933,1.31850933
177300,Chartwell,0.89675001,0.89675001
177400,Forest Lake (Hamilton City),1.22811347,1.22811347
177500,Chedworth,0.87746908,0.87746908
177600,Beerescourt,1.02007447,1.02007447
177700,Miropiko,2.07899066,2.07899066
177800,Porritt,1.23391248,1.23391248
177900,Dinsdale North,1.52121058,1.52121058
178000,Maeroa,1.27988267,1.27988267
178100,Dinsdale South,1.56104917,1.56104917
178200,Fairfield (Hamilton City),1.39910689,1.39910689
178300,Whitiora,0.90554719,0.90554719
178400,Enderley North,0.69456729,0.69456729
178500,Fairview Downs,1.12334837,1.12334837
178600,Temple View,4.37308866,4.37308866
178700,Swarbrick,0.50570516,0.50570516
178800,Kahikatea,0.97755503,0.97755503
178900,Frankton Junction,3.34097047,3.34097047
179000,Kirikiriroa,0.50947204,0.50947204
179100,Enderley South,0.7657536,0.7657536
179200,Ruakura,9.02471559,9.02471559
179300,Claudelands,1.38374093,1.38374093
179400,Hamilton Central,1.15979791,1.15979791
179500,Hamilton Lake,1.86435898,2.42795572
179600,Peachgrove,1.4355266,1.4355266
179700,Hamilton East Village,1.32122462,1.32122462
179800,Hamilton West,0.91466453,0.91466453
179900,Greensboro,0.46632127,0.46632127
180000,Hamilton East Cook,0.73364708,0.73364708
180100,Melville North,0.68833641,0.68833641
180200,Hamilton East,2.22133352,2.22133352
180300,Melville South,0.98998228,0.98998228
180400,Deanwell,0.67020492,0.67020492
180500,Bader,1.09710993,1.09710993
180600,Hillcrest West (Hamilton City),0.8705409,0.8705409
180700,Hillcrest East (Hamilton City),1.01716852,1.01716852
180800,Silverdale (Hamilton City),0.80221816,0.80221816
180900,Glenview,0.8946037,0.8946037
181000,Resthill,1.12136603,1.12136603
181100,Fitzroy,1.48946017,1.48946017
181200,Riverlea,1.73946532,1.73946532
181300,Peacockes,6.93282976,6.93282976
181400,Te Pahu,158.1622084,158.1622084
181500,Ngahinapouri,73.93837505,73.93837505
181700,Lake Ngaroto,94.56788423,94.56788423
181800,Kaipaki,36.52263703,36.52263703
181900,Pirongia,3.26991434,3.26991434
182000,Hautapu Rural,14.70800729,14.70800729
182100,Pokuru,109.198926,109.198926
182200,Te Rahu,55.22999875,55.22999875
182300,Fencourt,25.20991367,25.20991367
182400,Hautapu,7.43406665,7.43406665
182500,Karapiro,190.806495,190.806495
182600,Cambridge North,1.79761003,1.79761003
182700,Cambridge West,2.23241964,2.23241964
182800,Cambridge East,1.58485862,1.58485862
182900,Cambridge Park-River Garden,3.01453775,3.01453775
183000,Oaklands-St Kilda,1.68239069,1.68239069
183100,Pukerimu,77.24579683,77.24579683
183200,Cambridge Central,2.8115556,2.8115556
183300,Te Awamutu North,2.81794806,2.81794806
183400,Te Awamutu West,0.78264233,0.78264233
183500,Leamington West,1.26230758,1.26230758
183600,Goodfellow Park,0.94961807,0.94961807
183700,Leamington South,2.24438726,2.24438726
183800,Leamington Central,1.19328598,1.19328598
183900,Leamington East,1.41410617,1.41410617
184000,Te Awamutu Stadium,1.16584436,1.16584436
184100,Te Awamutu Central,0.71240625,0.71240625
184200,Pekerau,2.77585225,2.77585225
184300,Fraser Street,1.13512075,1.13512075
184400,Sherwin Park,2.13904012,2.13904012
184500,St Leger,7.85428176,7.85428176
184600,Rotoorangi,182.153929,182.153929
184700,Tokanui,23.70023442,23.70023442
184800,Kihikihi Central,2.23827393,2.23827393
184900,Maungatautari,113.0039414,113.0039414
185000,Rotongata,211.5972939,211.5972939
185200,Pirongia Forest,490.813213,490.813213
185300,Honikiwi,245.5935395,245.5935395
185400,Te Kawa,114.6177819,114.6177819
185500,Otorohanga,5.07349034,5.07349034
185600,Maihiihi,469.0650364,469.0650364
185700,Puniu,674.0092552,674.0092552
185800,Tirau,293.0767977,293.0767977
185900,Putararu Rural,555.8150901,555.8150901
186000,Putararu,6.81212093,6.81212093
186100,Kinleith,947.5524994,947.5524994
186200,Paraonui,2.36086267,2.36086267
186300,Parkdale,2.53776218,2.53776218
186400,Matarawa,1.96237305,1.96237305
186500,Stanley Park,1.15485814,1.15485814
186600,Strathmore (South Waikato District),1.24891011,1.24891011
186700,Tokoroa Central,4.70205952,4.70205952
186800,Moananui,1.67889865,1.67889865
187000,Herangi,1668.102664,1668.102664
187100,Hangatiki,326.5203413,326.5203413
187200,Aria,531.7868274,531.7868274
187300,Te Kuiti West,2.59161785,2.59161785
187400,Te Kuiti East,5.82587099,5.82587099
187500,Waipa Valley,817.65608,817.65608
187600,Tiroa,182.3157317,182.3157317
187700,Marotiri,744.1910062,744.1910062
187800,Ohakuri,543.104997,543.104997
187900,Lake Taupo Bays,1154.667424,1170.016349
188000,Mapara,140.665785,140.665785
188100,Inland water Lake Taupo,0,615.0887199
188200,Wairakei-Broadlands,409.9954288,409.9954288
188300,Acacia Bay,7.15005011,7.15005011
188400,Brentwood (Taupo District),3.55543198,3.55543198
188500,Nukuhau-Rangatira Park,2.8693052,2.8693052
188600,Taupo Central West,1.36486547,1.36486547
188700,Tauhara,11.70949371,11.70949371
188800,Taupo Central East,1.09504644,1.09504644
188900,Mountview,1.12441529,1.12441529
189000,Bird Area,1.17912862,1.17912862
189100,Hilltop (Taupo District),2.50418915,2.50418915
189200,Waipahihi,2.55517794,2.55517794
189300,Richmond Heights,1.37184785,1.37184785
189400,Wharewaka,6.46259762,6.46259762
189500,Kaimanawa,1342.173709,1342.173709
189600,Waitahanui,119.8749019,119.8749019
189700,Turangi,7.53236993,7.53236993
189800,Rangataiki,996.271437,996.271437
189900,Taharua,784.2451996,784.2451996
190000,Te More,47.9225809,47.9225809
190100,Waiau,36.0929901,36.0929901
190200,Waihi Beach-Bowentown,6.3127927,6.3127927
190300,Tahawai,82.11792159,82.11792159
190400,Athenree,1.26291361,1.26291361
190500,Aongatete,164.8029575,164.8029575
190600,Katikati,9.53304506,9.53304506
190800,Matakana Island,64.55839578,64.55839578
190900,Pahoia,112.8114203,112.8114203
191000,Omokoroa,3.77183686,3.77183686
191100,Omokoroa Rural,7.91429771,7.91429771
191200,Te Puna,18.15621818,18.15621818
191300,Minden,85.92757164,85.92757164
191400,Kaimai,327.8961387,327.8961387
191500,Kopurererua,20.27143108,20.27143108
191600,Kaitemako (Western Bay of Plenty District),75.76194091,75.76194091
191700,Waiorohi,152.6585083,152.6585083
191800,Otawa,151.6801608,151.6801608
191900,Te Puke West,9.40917651,9.40917651
192000,Rangiuru,220.3326533,220.3326533
192100,Te Puke East,3.98953742,3.98953742
192300,Maketu,5.1545039,5.1545039
192400,Pukehina Beach,1.56624761,1.56624761
192500,Pongakawa,389.0456561,389.0456561
192600,Matua North,1.24158525,1.24158525
192800,Mount Maunganui North,2.02960423,2.02960423
192900,Matua South,1.20268411,1.20268411
193000,Bethlehem North,5.12317947,5.12317947
193100,Bellevue,1.71527262,1.71527262
193200,Otumoetai North,1.72059142,1.72059142
193300,Otumoetai South,1.6002653,1.6002653
193400,Brookfield West,1.05161726,1.05161726
193500,Bethlehem Central,4.26573136,4.26573136
193600,Brookfield East,1.32201851,1.32201851
193700,Mount Maunganui South,0.9418621,0.9418621
193800,Tauranga Central,3.38076384,3.38076384
193900,Mount Maunganui Central,6.91386558,6.91386558
194000,Judea,0.88360423,0.88360423
194100,Te Reti,1.71805627,1.71805627
194200,Bethlehem South,4.48168383,4.48168383
194300,Omanu Beach,1.02425367,1.02425367
194400,Tauranga Hospital,1.94427844,1.94427844
194500,Tauriko,4.82043278,4.82043278
194600,Gate Pa,2.07862379,2.07862379
194700,Greerton South,2.80628447,2.80628447
194800,Tauranga South,2.38991739,2.38991739
194900,Arataki North,2.16080909,2.16080909
195000,Matapihi,3.93905833,3.93905833
195100,Pyes Pa West,4.61267403,4.61267403
195200,Greerton North,1.39556306,1.39556306
195300,Yatton Park,0.90353744,0.90353744
195400,Pyes Pa North,1.97089302,1.97089302
195500,Arataki South,0.98787025,0.98787025
195600,Pyes Pa South,1.83242619,1.83242619
195700,Poike,1.29841998,1.29841998
195800,Te Maunga North,1.16256107,1.16256107
195900,Maungatapu,1.67945975,1.67945975
196000,Hairini,1.83936837,1.83936837
196100,Pyes Pa East,2.43010519,2.43010519
196200,Te Maunga South,2.31423336,2.31423336
196300,Kaitemako (Tauranga City),3.74361432,3.74361432
196400,Ohauiti,3.40557574,3.40557574
196500,Baypark-Kairua,12.95583883,12.95583883
196600,Welcome Bay West,1.11373493,1.11373493
196700,Welcome Bay East,3.69116612,3.69116612
196800,Pacific View,1.16275871,1.16275871
196900,Welcome Bay South,3.10815981,3.10815981
197000,Palm Beach North,1.09453988,1.09453988
197100,Palm Beach South-Gravatt,2.38810012,2.38810012
197200,Papamoa Beach North,1.39820072,1.39820072
197300,Doncaster,2.3357964,2.3357964
197400,Papamoa Beach South,1.37883265,1.37883265
197500,Motiti,1.24756237,1.24756237
197600,Wairakei,12.90936894,12.90936894
197700,Tui Ridge,220.9226829,220.9226829
197800,Arahiwi,62.85600683,62.85600683
197900,Ngongotaha Valley,177.5038227,177.5038227
198000,Hamurana,8.35499446,8.35499446
198100,Ngongotaha East,2.87185543,2.87185543
198200,Ngongotaha West,1.4445683,1.4445683
198300,Inland water Lake Rotorua,0,81.04470915
198400,Ngongotaha South,8.58883387,8.58883387
198500,Selwyn Heights,0.89644766,0.89644766
198600,Pleasant Heights,1.34859518,1.34859518
198700,Rotoiti-Rotoehu,403.995433,467.9576126
198800,Kawaha,1.03157208,1.03157208
198900,Fairy Springs,0.73745494,0.73745494
199000,Western Heights (Rotorua District),1.02788371,1.02788371
199100,Pukehangi North,1.18204631,1.18204631
199200,Pukehangi South,1.11150003,1.11150003
199300,Mangakakahi Central,1.79161337,1.79161337
199400,Koutu,0.95639716,0.95639716
199500,Mangakakahi West,1.01720246,1.01720246
199600,Sunnybrook,2.08582486,2.08582486
199700,Fordlands,0.9880121,0.9880121
199800,Kuirau,1.18969945,1.18969945
199900,Utuhina,0.67136794,0.67136794
200000,Pomare,1.36824301,1.36824301
200100,Rotorua Central,1.80236312,1.80236312
200200,Hillcrest (Rotorua District),0.81457984,0.81457984
200300,Victoria,0.51768217,0.51768217
200400,Waiohewa,63.44520372,63.44520372
200500,Glenholme North,0.84348075,0.84348075
200600,Springfield South,1.18667969,1.18667969
200700,Springfield North,1.30138613,1.30138613
200800,Glenholme South,0.87693773,0.87693773
200900,Owhata West,3.32829464,3.32829464
201000,Holdens Bay-Rotokawa,8.79170526,8.79170526
201100,Ngapuna,3.49489535,3.49489535
201200,Fenton Park,1.00544453,1.00544453
201300,Tihiotonga-Whakarewarewa,3.28398579,3.28398579
201400,Owhata East,1.41751621,1.41751621
201500,Lynmore,1.97245772,1.97245772
201600,Ngakuru,446.40469,446.40469
201700,Kaingaroa-Whakarewarewa,465.8026139,530.7432348
201800,Golden Springs,498.7670317,498.7670317
201900,Manawahe,267.0706196,267.0706196
202000,Matata-Otakiri,87.41066936,87.41066936
202100,Onepu Spring,98.84460771,98.84460771
202200,Edgecumbe,2.00806439,2.00806439
202300,Thornton-Awakeri,151.7640284,151.7640284
202400,Te Teko Lakes,71.10107829,71.10107829
202500,Coastlands,15.66269736,15.66269736
202600,Whakatane West,1.84065576,1.84065576
202700,Whakatane Central,2.59485728,2.59485728
202800,Trident,1.82986814,1.82986814
202900,Allandale,1.52555092,1.52555092
203000,Mokorua Bush,1.35707502,1.35707502
203100,Wainui,86.64580671,86.64580671
203200,Ohope,6.33352735,6.33352735
203400,Galatea,2199.747023,2199.747023
203500,Waingarara-Waimana,1448.069622,1448.069622
203600,Murupara,6.21299834,6.21299834
203700,Monika Reserve,14.1808581,14.1808581
203800,Kawerau Industrial,5.83727865,5.83727865
203900,Tarawera Park,3.61378812,3.61378812
204100,Waiotahi,141.7754872,141.7754872
204200,Cape Runaway,1568.597637,1568.597637
204300,Woodlands,4.47165816,4.47165816
204400,Opotiki,5.68004838,5.68004838
204500,Otara-Tirohanga,113.3222954,113.3222954
204600,Oponae,1255.371794,1255.371794
204700,East Cape,991.2717577,991.2717577
204800,Waipaoa,2277.78531,2277.78531
204900,Ruatoria-Raukumara,693.2999797,693.2999797
205000,Tokomaru,1144.927207,1144.927207
205100,Hangaroa,1870.113103,1870.113103
205200,Wharekaka,1198.04337,1198.04337
205300,Te Arai,54.60533751,54.60533751
205400,Hexton,119.6099778,119.6099778
205500,Lytton,0.85660815,0.85660815
205600,Makaraka-Awapuni,8.18229982,8.18229982
205700,Riverdale,1.24303366,1.24303366
205800,Te Hapara North,1.2005121,1.2005121
205900,Mangapapa North,0.61989692,0.61989692
206000,Elgin,1.04455894,1.04455894
206100,Te Hapara South,0.86443001,0.86443001
206200,Mangapapa East,1.65717767,1.65717767
206300,Mangapapa South,0.84498227,0.84498227
206400,Te Hapara East,0.94822639,0.94822639
206500,Centennial Crescent,0.81897584,0.81897584
206600,Whataupoko East,2.54657662,2.54657662
206700,Whataupoko West,1.09579102,1.09579102
206800,Gisborne Central,1.58832832,1.58832832
206900,Kaiti North,1.32792286,1.32792286
207000,Kaiti South,3.41372487,3.41372487
207100,Outer Kaiti,1.45393022,1.45393022
207200,Tamarau,1.11472725,1.11472725
207300,Wainui-Okitu,5.34887281,5.34887281
207400,Maungataniwha-Raupunga,2080.865403,2080.865403
207500,Inland water Lake Waikaremoana,0,53.26344556
207600,Frasertown-Ruakituri,1332.985136,1332.985136
207700,Whakaki,183.4560429,183.4560429
207800,Wairoa,7.56757987,7.56757987
207900,Mahia,472.0022882,472.0022882
208000,Puketitiri-Tutira,2433.16389,2433.16389
208100,Sherenden-Crownthorpe,765.66297,765.66297
208200,Maraekakaho,820.4078942,820.4078942
208300,Puketapu-Eskdale,244.9789109,244.9789109
208400,Omahu-Pakowhai,45.77754994,45.77754994
208500,Bridge Pa,23.2425111,23.2425111
208600,Twyford,26.00884647,26.00884647
208700,Poukawa,339.9276548,339.9276548
208800,Flaxmere West,0.9172791,0.9172791
208900,Omahu Strip,1.93922993,1.93922993
209000,Lochain Park,0.93643965,0.93643965
209100,Flaxmere Park,1.35063391,1.35063391
209200,Flaxmere South,0.72258966,0.72258966
209300,Irongate,8.28251801,8.28251801
209400,Frimley,2.02509065,2.02509065
209500,Camberley,0.93079074,0.93079074
209600,Clive,14.86661246,14.86661246
209700,St Leonards,1.03089955,1.03089955
209800,Mahora,0.94013557,0.94013557
209900,Raureka,1.0555815,1.0555815
210000,Cornwall Park,1.08344478,1.08344478
210100,Tomoana,3.26579693,3.26579693
210200,Longlands-Pukahu,31.26674112,31.26674112
210300,Raceway Park,1.01714735,1.01714735
210400,Karamu,13.29471535,13.29471535
210500,Hastings Central,1.4175618,1.4175618
210600,Tomoana Crossing,0.83807276,0.83807276
210700,Akina Park,1.02516338,1.02516338
210800,Queens Square,0.60058038,0.60058038
210900,Mayfair,1.0686468,1.0686468
211000,Parkhaven,1.0158563,1.0158563
211100,Parkvale,1.24145684,1.24145684
211200,Mangateretere,37.22491952,37.22491952
211300,Haumoana-Te Awanga,7.76274083,7.76274083
211400,Lucknow,0.57778821,0.57778821
211500,Karanema-St Hill,0.94539167,0.94539167
211600,Havelock North-Central,0.47383086,0.47383086
211700,Brookvale,1.73921406,1.73921406
211800,Iona,1.46638944,1.46638944
211900,Hereworth,1.6155284,1.6155284
212000,Te Mata Hills,12.71124715,12.71124715
212100,Havelock Hills,2.98720987,2.98720987
212200,Kahuranaki,367.9613132,367.9613132
212300,Bay View,29.16654342,29.16654342
212400,Poraiti Hills,10.57822031,10.57822031
212500,Poraiti Flat,7.09014122,7.09014122
212600,Westshore,0.93240954,0.93240954
212800,Onekawa West,3.12036304,3.12036304
212900,Ahuriri,0.9785533,0.9785533
213000,Taradale West,1.68667236,1.68667236
213100,Greenmeadows West,1.1042948,1.1042948
213200,Taradale South,5.0676933,5.0676933
213300,Bluff Hill,1.89023838,1.89023838
213400,Hospital Hill,1.49431945,1.49431945
213500,Tamatea West,0.63229512,0.63229512
213600,Tamatea North,0.66042033,0.66042033
213700,Taradale Central,1.17747377,1.17747377
213800,Tamatea East,0.63201712,0.63201712
213900,Marewa West,0.79226103,0.79226103
214000,Greenmeadows Central,0.95261312,0.95261312
214100,Onekawa Central,0.67701088,0.67701088
214200,Pirimai West,0.61390966,0.61390966
214300,Napier Central,0.83772122,0.83772122
214400,Greenmeadows South,0.85126479,0.85126479
214500,Nelson Park,0.78100891,0.78100891
214600,Bledisloe Park,0.8827168,0.8827168
214700,Pirimai East,0.7623871,0.7623871
214800,Onekawa East,0.6361758,0.6361758
214900,Tareha Reserve,1.72386138,1.72386138
215000,Marewa East,1.40383564,1.40383564
215100,Onekawa South,1.08607604,1.08607604
215200,McLean Park,1.34179095,1.34179095
215300,Maraenui,1.05243071,1.05243071
215400,Meeanee-Awatoto,24.29611646,24.29611646
215500,Mangaonuku,537.4180568,537.4180568
215600,Makaretu,788.6992895,788.6992895
215700,Waipawa,6.80232413,6.80232413
215800,Waipukurau West,5.77265346,5.77265346
215900,Mangarara,838.2674049,838.2674049
216000,Waipukurau East,2.26275761,2.26275761
216100,Taurekaitai,1153.824324,1153.824324
216200,Port Taranaki,1.56908664,1.56908664
216300,Spotswood,3.45596464,3.45596464
216400,Omata,21.59950571,21.59950571
216500,Oakura,1.6771763,1.6771763
216600,Moturoa,1.01672273,1.01672273
216700,Kaitake,170.2020862,170.2020862
216800,Blagdon-Lynmouth,1.15856977,1.15856977
216900,Kawaroa,1.13287219,1.13287219
217000,New Plymouth Central,1.25967206,1.25967206
217100,Marfell,0.7333253,0.7333253
217200,Whalers Gate,2.08533443,2.08533443
217300,Strandon,1.76478382,1.76478382
217400,Westown,2.37440634,2.37440634
217500,Bell Block West,4.19117751,4.19117751
217600,Bell Block East,7.67158861,7.67158861
217700,Waiwhakaiho-Bell Block South,7.35427565,7.35427565
217800,Lower Vogeltown,1.50008305,1.50008305
217900,Hurdon,3.76517652,3.76517652
218000,Frankleigh Park,2.10681251,2.10681251
218100,Merrilands,1.71844924,1.71844924
218200,Ferndale,1.79142781,1.79142781
218300,Welbourn,6.49445005,6.49445005
218400,Fitzroy-Glen Avon,16.98091942,16.98091942
218500,Waitara West,3.38623205,3.38623205
218600,Upper Vogeltown,2.46314405,2.46314405
218700,Highlands Park (New Plymouth District),2.90671434,2.90671434
218800,Paraite,13.72124804,13.72124804
218900,Waitara East,2.27413857,2.27413857
219000,Lepperton-Brixton,46.53420778,46.53420778
219100,Mangorei,188.5394987,188.5394987
219200,Mount Messenger,934.3026682,934.3026682
219300,Mangaoraka,81.67684932,81.67684932
219400,Tikorangi,167.6878449,167.6878449
219500,Everett Park,236.5153265,236.5153265
219600,Inglewood,2.94435948,2.94435948
219700,Tarata,258.9687397,258.9687397
219800,Pembroke,226.3753301,226.3753301
219900,Douglas,1010.453296,1010.453296
220000,Toko,228.4522365,228.4522365
220100,Stratford North,3.28542547,3.28542547
220200,Whangamomona,689.599962,689.599962
220300,Stratford Central,2.53265568,2.53265568
220400,Stratford South,2.71989707,2.71989707
220500,Cape Egmont,434.1771263,434.1771263
220600,Taungatara,313.1044864,313.1044864
220700,Opunake,3.76514248,3.76514248
220800,Kaponga-Mangatoki,172.8125068,172.8125068
220900,Manaia-Kapuni,109.3761423,109.3761423
221000,Eltham,3.4120219,3.4120219
221100,Okaiawa,102.1116779,102.1116779
221200,Te Roti-Moeroa,361.9409395,361.9409395
221300,Egmont Showgrounds,4.40122899,4.40122899
221400,Normanby-Tawhiti,49.49971996,49.49971996
221500,Ohangai,331.7771196,331.7771196
221600,Turuturu,4.33292835,4.33292835
221700,King Edward Park,1.08208134,1.08208134
221800,Ramanui,13.59921257,13.59921257
221900,Hawera Central,1.78428964,1.78428964
222000,Mangawhio,1368.584847,1368.584847
222100,Manutahi-Waitotora,293.2216954,293.2216954
222200,Patea,6.15358793,6.15358793
222300,Otangiwai-Ohura,2011.697037,2011.697037
222400,Ngapuke,621.8324089,621.8324089
222500,Taumarunui North,3.59460453,3.59460453
222600,Taumarunui Central,5.53738135,5.53738135
222700,Taumarunui East,4.51828493,4.51828493
222800,National Park,1375.279119,1375.279119
222900,Tangiwai,2696.632202,2696.632202
223000,Raetihi,3.86281296,3.86281296
223100,Ohakune,6.44049317,6.44049317
223200,Waiouru,5.01061607,5.01061607
223300,Upper Whanganui,1849.887021,1849.887021
223400,Mowhanau,170.1785431,170.1785431
223500,Brunswick-Papaiti,51.53233467,51.53233467
223600,Castlecliff West,3.02339209,3.02339209
223700,Otamatea (Whanganui District),2.23081277,2.23081277
223800,Castlecliff East,2.62583221,2.62583221
223900,Springvale North,1.04156145,1.04156145
224000,Lower Aramoho,2.08402396,2.08402396
224100,St Johns Hill East,1.12370703,1.12370703
224200,St Johns Hill West,1.12201177,1.12201177
