word,day_of,hour_of,value
protect,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
vulnerable,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
care,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
die,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
love,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,3
excellent,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,3
demands,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
terrible,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
stop,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
cancel,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
friendly,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
accept,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
childish,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
hate,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
violence,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
commitment,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
unbiased,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
refuse,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
bad,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
agreed,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
solid,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
pay,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
silly,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
nonsense,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
pathetic,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
hopes,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
horrible,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
faith,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
care,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
desire,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
worrying,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
fear,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
wealthy,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
die,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
destroy,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
ironic,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
supporters,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
supporting,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
helping,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
care,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
die,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
saved,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
matter,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
stop,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
hard,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
care,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,2
die,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-3
blocks,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
dirty,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
faith,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
failed,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
solutions,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
stops,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-1
fit,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,1
disaster,2020-07-19T00:00:00Z,2020-07-19T05:00:00Z,-2
lunatics,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
fear,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
emergency,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
ensure,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
admit,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
admit,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
free,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
annoying,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
destruction,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
controversial,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
blocked,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
missed,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
rejects,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
peaceful,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
protest,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
illegal,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
stopped,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
blocked,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
peaceful,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
protest,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
illegal,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
convince,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
lost,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
shame,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
discard,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
wealthy,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
poor,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
worth,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
straight,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
keen,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
supporters,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
super,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,3
pay,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
idiot,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
desperate,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
dirty,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
charged,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
happy,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,3
super,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,3
lost,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
vulnerable,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
save,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
excellent,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,3
love,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,3
dirty,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
win,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,4
benefit,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
support,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
kill,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-3
dilemma,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
exploit,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
complain,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
happy,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,3
pay,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
devastating,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-2
care,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
free,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
shoot,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
blind,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
dilemma,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
advantages,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,2
active,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
irony,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,-1
agree,2020-07-19T00:00:00Z,2020-07-19T06:00:00Z,1
wishes,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,1
care,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,2
care,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,2
ill,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-2
disgusting,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-3
wow,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,4
disgusting,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-3
promoting,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,1
alarm,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-2
hard,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
positive,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,2
stimulating,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,2
pretend,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
care,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,2
forgotten,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
alas,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
care,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,2
forgotten,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
ignore,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
supporter,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,1
ensure,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,1
hard,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
bargain,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,2
pay,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
fake,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-3
cut,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-1
stupid,2020-07-19T00:00:00Z,2020-07-19T07:00:00Z,-2
bad,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
unacceptable,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-2
true,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,2
promoting,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,1
slavery,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
agreement,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,1
excited,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,3
pay,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-1
pay,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-1
loose,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
nasty,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
stop,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-1
fucking,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-4
hate,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
wrong,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-2
crisis,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
crisis,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
inaction,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-2
strong,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,2
crisis,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
waste,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-1
support,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,2
dirty,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-2
smear,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-2
leak,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-1
fake,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
dirty,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-2
fake,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
racism,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
bright,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,1
increase,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,1
losing,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
brilliant,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,4
care,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,2
die,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-3
wealth,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,3
doubt,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-1
dirty,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-2
leaked,2020-07-19T00:00:00Z,2020-07-19T08:00:00Z,-1
excellent,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,3
support,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,2
agree,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,1
warnings,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-3
tragedy,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-2
prisoners,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-2
lucky,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,3
worrying,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-3
awesome,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,4
fun,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,4
promoting,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,1
wtf,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-4
madness,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-3
attack,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-1
bullied,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-2
fan,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,3
ashamed,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-2
worried,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,-3
approval,2020-07-19T00:00:00Z,2020-07-19T09:00:00Z,2
pay,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
privileged,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,2
safe,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,1
yeah,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,1
gross,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-2
embarrassed,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-2
endorse,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,2
disgusting,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-3
strange,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
blocking,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
miss,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-2
blocked,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
block,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
fair,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,2
suspect,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
useless,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-2
torn,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-2
cancelled,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
bad,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-3
desperate,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-3
support,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,2
sweet,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,2
hard,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
fitness,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,1
fucking,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-4
hail,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,2
fucking,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-4
cancer,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
protect,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,1
hard,2020-07-19T00:00:00Z,2020-07-19T10:00:00Z,-1
deficit,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,-2
lack,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,-2
grateful,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,3
intelligent,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,2
powerful,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,2
share,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,1
broken,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,-1
share,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,1
condemn,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,-2
vicious,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,-2
worry,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,-3
pretty,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,1
pay,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,-1
free,2020-07-19T00:00:00Z,2020-07-19T11:00:00Z,1
pretty,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,1
pay,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-1
free,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,1
challenge,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-1
entitled,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,1
racist,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-3
matter,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,1
yeah,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,1
suck,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-3
hell,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-4
weak,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-2
straight,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,1
failed,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-2
shocks,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-2
afflicted,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-1
lied,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-2
lack,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-2
glad,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,3
hell,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-4
stop,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,-1
helping,2020-07-19T00:00:00Z,2020-07-19T12:00:00Z,2
apologise,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,-1
vicious,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,-2
attacks,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,-1
dirty,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,-2
chances,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,2
hoping,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,2
chances,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,2
sick,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,-2
glad,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,3
vision,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,1
vision,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,1
vision,2020-07-19T00:00:00Z,2020-07-19T13:00:00Z,1
bad,2020-07-19T00:00:00Z,2020-07-19T14:00:00Z,-3
sad,2020-07-19T00:00:00Z,2020-07-19T14:00:00Z,-2
nice,2020-07-19T00:00:00Z,2020-07-19T15:00:00Z,3
exposed,2020-07-19T00:00:00Z,2020-07-19T16:00:00Z,-1
terrified,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-3
accusing,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-2
care,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,2
die,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-3
clueless,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-2
incompetent,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-2
moron,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-3
upset,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-2
happy,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,3
shock,2020-07-19T00:00:00Z,2020-07-19T17:00:00Z,-2
love,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,3
complained,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-2
complain,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-2
challenge,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-1
urgent,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-1
confused,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-2
panic,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-3
destroys,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-3
dear,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,2
pay,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-1
warned,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-2
guarantee,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,1
trouble,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-2
doom,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-2
deafening,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-1
pay,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-1
fool,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-2
lol,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,3
enjoy,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,2
straight,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,1
crime,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-3
moron,2020-07-19T00:00:00Z,2020-07-19T18:00:00Z,-3
increase,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,1
stuck,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-2
hope,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
exposed,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
lack,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-2
crush,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
poverty,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
honest,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
top,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
poverty,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
share,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,1
humour,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
challenge,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
pathetic,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-2
shaky,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-2
killed,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-3
revive,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
secured,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
urgent,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
won,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,3
love,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,3
funny,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,4
crying,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-2
mandatory,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
pay,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
envy,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
envy,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
pay,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-1
comfortable,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
opportunity,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,2
shame,2020-07-19T00:00:00Z,2020-07-19T19:00:00Z,-2
fear,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
mongering,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
dirty,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
hurt,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
confused,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
bad,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-3
mischief,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
warfare,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
moan,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
hero,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,2
struggling,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
true,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,2
destroys,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-3
hurting,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
pay,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
imposing,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
bloody,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-3
impose,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
benefit,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,2
nuts,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-3
top,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,2
mandatory,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
charged,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-3
obliterated,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
shaky,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
vague,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
shit,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-4
hard,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
easy,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,1
pay,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
confused,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
free,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,1
hard,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
deafening,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
escaping,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-1
sick,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
support,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,2
debt,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
poor,2020-07-19T00:00:00Z,2020-07-19T20:00:00Z,-2
